loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,issue_year,issue_month,loan_status,is_default,dti_bucket,income_bracket,loan_to_income,risk_tier,term_months
108812,18000,36 months,20.01,669.04,E,E1,6 years,MORTGAGE,27492.58,moving,AZ,19.81,0,0,18,0,37.1,18,2023,6,Fully Paid,0,Moderate (10-20%),Low (<40k),0.655,High Risk,36
108813,15000,60 months,8.02,304.29,A,A5,5 years,OWN,33362.94,small_business,WA,4.92,0,0,24,0,38.3,34,2023,8,Fully Paid,0,Low (<10%),Low (<40k),0.45,Low Risk,60
108814,5000,36 months,14.6,172.35,C,C4,2 years,OWN,59977.19,credit_card,IL,15.37,1,3,5,0,48.8,16,2023,1,Charged Off,1,Moderate (10-20%),Lower-Middle (40-70k),0.083,Medium Risk,36
108815,25000,36 months,22.61,962.67,E,E4,8 years,MORTGAGE,54110.16,debt_consolidation,NC,34.11,0,0,21,0,11.4,25,2020,3,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.462,High Risk,36
108816,12000,36 months,17.81,432.69,D,D3,2 years,MORTGAGE,20000.0,car,OH,0.57,0,0,8,0,55.1,10,2022,11,Fully Paid,0,Low (<10%),Low (<40k),0.6,Medium Risk,36
108817,5000,60 months,14.25,116.99,C,C3,10+ years,MORTGAGE,43416.8,credit_card,PA,18.5,1,0,18,0,49.25,18,2019,10,Late (31-120 days),1,Moderate (10-20%),Lower-Middle (40-70k),0.115,Medium Risk,60
108818,18000,60 months,8.67,370.77,A,A3,10+ years,MORTGAGE,51823.43,credit_card,IN,8.66,0,3,11,0,12.3,29,2023,2,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.347,Low Risk,60
108819,10000,36 months,14.59,344.65,C,C4,2 years,RENT,49325.42,debt_consolidation,GA,11.44,0,0,14,0,85.6,19,2019,11,Current,0,Moderate (10-20%),Lower-Middle (40-70k),0.203,Medium Risk,36
108820,18000,60 months,16.67,444.16,D,D1,5 years,MORTGAGE,68241.5,debt_consolidation,MD,6.54,3,0,14,0,45.0,23,2022,11,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.264,Medium Risk,60
108821,5000,36 months,14.28,171.57,C,C1,3 years,MORTGAGE,100884.19,credit_card,TN,33.84,0,1,8,1,76.7,16,2020,7,Fully Paid,0,Very High (30%+),High (100k+),0.05,Medium Risk,36
108822,18000,60 months,11.68,397.5,B,B4,2 years,OWN,83800.46,debt_consolidation,IL,34.57,0,2,8,0,67.7,23,2019,6,Charged Off,1,Very High (30%+),Upper-Middle (70-100k),0.215,Low Risk,60
108823,18000,36 months,14.37,618.44,C,C2,< 1 year,RENT,54709.350000000006,credit_card,PA,31.44,3,4,19,0,98.0,33,2021,5,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.329,Medium Risk,36
108824,25000,36 months,12.94,841.63,C,C4,2 years,MORTGAGE,41433.16,debt_consolidation,NC,6.19,0,0,5,0,44.5,22,2022,10,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.603,Medium Risk,36
108825,10000,36 months,11.48,329.66,B,B1,6 years,MORTGAGE,83442.24,debt_consolidation,TX,9.03,0,1,23,0,40.4,41,2022,5,Charged Off,1,Low (<10%),Upper-Middle (70-100k),0.12,Low Risk,36
108826,15000,36 months,8.18,471.29,A,A4,9 years,MORTGAGE,89505.39,credit_card,GA,39.43,3,2,12,0,10.3,13,2019,2,Charged Off,1,Very High (30%+),Upper-Middle (70-100k),0.168,Low Risk,36
108827,18000,60 months,10.39,385.91,B,B2,10+ years,MORTGAGE,93653.46,debt_consolidation,VA,0.68,0,0,13,0,33.7,17,2022,5,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.192,Low Risk,60
108828,5000,60 months,20.43,133.67,E,E5,6 years,MORTGAGE,46891.44,debt_consolidation,GA,38.45,0,2,20,0,12.3,21,2020,5,Current,0,Very High (30%+),Lower-Middle (40-70k),0.107,High Risk,60
108829,7500,60 months,25.07,220.44,F,F5,< 1 year,MORTGAGE,33396.78,car,MO,2.44,0,1,14,0,92.4,17,2022,1,Fully Paid,0,Low (<10%),Low (<40k),0.225,High Risk,60
108830,12000,36 months,11.01,392.92,B,B4,< 1 year,OWN,64324.22,debt_consolidation,CA,18.55,0,3,10,0,92.4,25,2022,2,Charged Off,1,Moderate (10-20%),Lower-Middle (40-70k),0.187,Low Risk,36
108831,15000,60 months,10.54,322.71,B,B1,1 year,RENT,46321.22,home_improvement,MI,2.65,0,1,7,0,91.6,18,2023,9,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.324,Low Risk,60
108832,15000,60 months,20.03,397.66,E,E3,8 years,MORTGAGE,69388.08,small_business,MI,29.61,0,0,9,0,24.5,26,2023,4,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.216,High Risk,60
108833,10000,36 months,21.78,380.77,E,E2,6 years,MORTGAGE,32647.07,credit_card,WI,2.41,0,0,7,0,90.0,21,2022,11,Late (31-120 days),1,Low (<10%),Low (<40k),0.306,High Risk,36
108834,5000,36 months,13.07,168.64,C,C1,7 years,RENT,66187.05,small_business,VA,38.55,0,0,7,0,38.0,7,2022,4,Current,0,Very High (30%+),Lower-Middle (40-70k),0.076,Medium Risk,36
108835,7500,36 months,12.06,249.32,C,C2,9 years,MORTGAGE,50282.93,credit_card,MD,33.62,0,1,21,1,66.8,35,2022,11,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.149,Medium Risk,36
108836,18000,36 months,21.38,681.67,E,E2,< 1 year,MORTGAGE,70638.67,credit_card,FL,7.19,0,0,7,0,53.5,23,2022,3,Late (31-120 days),1,Low (<10%),Upper-Middle (70-100k),0.255,High Risk,36
108837,10000,36 months,12.77,335.83,C,C3,4 years,MORTGAGE,100782.2,credit_card,PA,25.91,0,2,15,0,91.4,31,2020,8,Fully Paid,0,High (20-30%),High (100k+),0.099,Medium Risk,36
108838,15000,60 months,11.69,331.32,B,B5,< 1 year,RENT,29809.31,debt_consolidation,CA,4.65,0,0,17,0,47.0,28,2020,11,Charged Off,1,Low (<10%),Low (<40k),0.503,Low Risk,60
108839,25000,36 months,26.95,1019.96,F,F1,6 years,RENT,33466.09,home_improvement,OH,21.23,0,0,10,0,59.6,13,2020,7,Current,0,High (20-30%),Low (<40k),0.747,High Risk,36
108840,12000,36 months,13.94,409.78,C,C3,9 years,MORTGAGE,44885.75,other,CA,9.82,0,2,8,0,76.4,17,2021,1,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.267,Medium Risk,36
108841,30000,36 months,14.71,1035.7,C,C3,2 years,RENT,42161.0,credit_card,OH,37.99,2,4,24,0,52.4,39,2021,8,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.712,Medium Risk,36
108842,25000,36 months,14.0,854.44,C,C5,1 year,MORTGAGE,33594.79,debt_consolidation,WA,30.77,0,0,6,0,16.9,17,2022,6,Fully Paid,0,Very High (30%+),Low (<40k),0.744,Medium Risk,36
108843,12000,36 months,9.06,381.93,B,B4,2 years,MORTGAGE,36269.98,home_improvement,TN,24.22,0,0,4,0,99.9,13,2019,7,Fully Paid,0,High (20-30%),Low (<40k),0.331,Low Risk,36
108844,25000,36 months,13.16,844.28,C,C3,5 years,RENT,32832.63,car,GA,2.14,0,0,13,0,0.8,30,2023,11,Fully Paid,0,Low (<10%),Low (<40k),0.761,Medium Risk,36
108845,15000,60 months,14.91,356.14,C,C1,6 years,MORTGAGE,36570.1,credit_card,MO,36.28,0,0,23,0,60.3,31,2022,7,Charged Off,1,Very High (30%+),Low (<40k),0.41,Medium Risk,60
108846,5000,36 months,17.22,178.81,D,D2,4 years,MORTGAGE,27473.0,home_improvement,OH,32.17,0,1,20,0,19.7,36,2019,1,Fully Paid,0,Very High (30%+),Low (<40k),0.182,Medium Risk,36
108847,12000,60 months,14.51,282.4,C,C3,9 years,RENT,36949.77,debt_consolidation,IN,22.37,0,0,24,0,75.4,38,2023,8,Fully Paid,0,High (20-30%),Low (<40k),0.325,Medium Risk,60
108848,20000,60 months,14.64,472.03,C,C3,8 years,RENT,89238.51,credit_card,TX,5.44,0,1,23,0,26.2,27,2022,7,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.224,Medium Risk,60
108849,7500,60 months,9.4,157.15,B,B5,6 years,OWN,43973.01,credit_card,IL,12.12,0,3,21,0,49.25,23,2021,9,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.171,Low Risk,60
108850,20000,36 months,16.93,712.36,D,D4,3 years,RENT,83074.44,major_purchase,MI,6.03,0,0,5,0,17.8,24,2021,12,Charged Off,1,Low (<10%),Upper-Middle (70-100k),0.241,Medium Risk,36
108851,15000,60 months,7.66,301.71,A,A5,7 years,RENT,38668.27,credit_card,MI,22.08,0,0,18,0,19.0,26,2023,5,Charged Off,1,High (20-30%),Low (<40k),0.388,Low Risk,60
108852,10000,36 months,25.85,402.11,F,F1,9 years,MORTGAGE,40721.69,credit_card,TN,17.16,0,1,3,0,36.9,19,2023,5,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.246,High Risk,36
108853,20000,36 months,25.18,797.1,F,F4,6 years,RENT,63791.61,credit_card,PA,37.12,0,1,8,0,52.7,14,2019,3,Current,0,Very High (30%+),Lower-Middle (40-70k),0.314,High Risk,36
108854,7500,36 months,10.79,244.8,B,B5,10+ years,OWN,93511.1,debt_consolidation,NC,0.75,0,0,23,0,26.2,24,2023,1,Current,0,Low (<10%),Upper-Middle (70-100k),0.08,Low Risk,36
108855,10000,36 months,8.71,316.65,A,A5,5 years,RENT,68900.14,major_purchase,NC,20.79,0,1,22,0,76.3,23,2021,7,Current,0,High (20-30%),Lower-Middle (40-70k),0.145,Low Risk,36
108856,15000,60 months,8.54,308.04,A,A2,4 years,MORTGAGE,44838.88,debt_consolidation,AZ,7.69,0,0,2,0,69.6,8,2023,11,Current,0,Low (<10%),Lower-Middle (40-70k),0.335,Low Risk,60
108857,10000,36 months,13.78,340.71,C,C1,2 years,MORTGAGE,60419.8,debt_consolidation,IL,7.65,0,1,5,0,93.0,8,2022,10,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.166,Medium Risk,36
108858,5000,60 months,13.97,116.26,C,C5,9 years,MORTGAGE,104488.14,debt_consolidation,IL,3.05,0,0,18,0,13.0,31,2021,10,Fully Paid,0,Low (<10%),High (100k+),0.048,Medium Risk,60
108859,15000,36 months,21.86,571.77,E,E3,9 years,MORTGAGE,50569.68,debt_consolidation,MI,33.73,1,2,6,0,51.2,8,2022,9,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.297,High Risk,36
108860,25000,36 months,25.82,1004.87,F,F2,2 years,MORTGAGE,44789.47,home_improvement,WI,1.24,0,0,10,2,83.1,13,2021,3,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.558,High Risk,36
108861,10000,60 months,13.93,232.32,C,C2,10+ years,MORTGAGE,68150.39,major_purchase,CA,21.17,0,1,4,0,14.3,22,2022,11,Late (31-120 days),1,High (20-30%),Lower-Middle (40-70k),0.147,Medium Risk,60
108862,25000,60 months,22.62,699.31,E,E1,5 years,MORTGAGE,67250.36,moving,NY,39.41,0,1,14,0,52.1,25,2019,1,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.372,High Risk,60
108863,12000,36 months,10.39,389.41,B,B4,7 years,MORTGAGE,35481.26,debt_consolidation,MD,8.73,0,0,2,0,90.5,3,2020,2,Current,0,Low (<10%),Low (<40k),0.338,Low Risk,36
108864,5000,60 months,11.91,110.99,B,B2,4 years,MORTGAGE,44906.43,moving,TN,11.1,0,3,19,0,90.4,27,2022,11,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.111,Low Risk,60
108865,7500,36 months,9.25,239.37,B,B1,6 years,RENT,35376.86,car,TX,23.6,0,2,15,0,52.8,29,2020,10,Fully Paid,0,High (20-30%),Low (<40k),0.212,Low Risk,36
108866,7500,36 months,30.63,320.98,G,G2,9 years,MORTGAGE,75328.99,vacation,NJ,19.83,0,0,2,0,44.2,16,2021,7,Charged Off,1,Moderate (10-20%),Upper-Middle (70-100k),0.1,High Risk,36
108867,15000,36 months,9.27,478.88,B,B4,10+ years,MORTGAGE,64703.23,debt_consolidation,OH,19.5,0,0,15,0,60.2,25,2023,2,Current,0,Moderate (10-20%),Lower-Middle (40-70k),0.232,Low Risk,36
108868,25000,60 months,16.41,613.41,D,D5,6 years,MORTGAGE,38573.43,home_improvement,AZ,9.36,1,0,19,0,67.4,35,2021,7,Current,0,Low (<10%),Low (<40k),0.648,Medium Risk,60
108869,20000,36 months,10.42,649.29,B,B2,6 years,MORTGAGE,46260.47,credit_card,IL,13.56,0,1,8,0,11.9,20,2023,12,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.432,Low Risk,36
108870,15000,36 months,11.2,492.5,B,B4,9 years,MORTGAGE,43391.26,credit_card,TN,20.21,1,3,9,0,3.0,11,2020,2,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.346,Low Risk,36
108871,12000,36 months,11.62,396.4,B,B5,1 year,OTHER,44718.85,major_purchase,MA,19.07,0,0,12,1,97.0,12,2022,5,Current,0,Moderate (10-20%),Lower-Middle (40-70k),0.268,Low Risk,36
108872,18000,36 months,10.63,586.15,B,B4,10+ years,RENT,68617.31,vacation,WA,30.26,0,0,11,0,92.4,13,2021,3,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.262,Low Risk,36
108873,25000,36 months,20.48,935.22,E,E2,8 years,RENT,62575.54,debt_consolidation,TN,2.55,0,0,2,0,25.9,4,2019,11,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.4,High Risk,36
108874,7500,36 months,10.73,244.58,B,B1,4 years,RENT,35060.26,credit_card,VA,2.22,0,0,4,0,66.0,6,2022,6,Current,0,Low (<10%),Low (<40k),0.214,Low Risk,36
108875,20000,36 months,14.4,687.44,C,C1,6 years,RENT,64279.67,credit_card,GA,21.65,0,2,6,0,1.5,10,2023,4,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.311,Medium Risk,36
108876,5000,60 months,13.21,114.3,C,C5,6 years,OWN,72687.63,home_improvement,GA,17.33,0,3,14,0,18.5,30,2023,2,Charged Off,1,Moderate (10-20%),Upper-Middle (70-100k),0.069,Medium Risk,60
108877,10000,36 months,22.1,382.42,E,E4,10+ years,RENT,32505.25,credit_card,GA,0.87,0,1,8,0,29.5,18,2020,5,Fully Paid,0,Low (<10%),Low (<40k),0.308,High Risk,36
108878,20000,36 months,10.18,647.04,B,B2,4 years,RENT,31222.1,medical,FL,38.81,0,2,8,0,47.1,23,2021,5,Fully Paid,0,Very High (30%+),Low (<40k),0.641,Low Risk,36
108879,10000,60 months,15.25,239.21,D,D3,8 years,RENT,20000.0,debt_consolidation,MD,19.62,0,0,6,1,11.6,15,2021,6,Fully Paid,0,Moderate (10-20%),Low (<40k),0.5,Medium Risk,60
108880,20000,36 months,11.7,661.42,B,B3,5 years,MORTGAGE,36822.82,car,CA,26.79,0,1,3,0,78.4,7,2019,8,Fully Paid,0,High (20-30%),Low (<40k),0.543,Low Risk,36
108881,7500,60 months,6.48,146.68,A,A3,10+ years,MORTGAGE,20000.0,home_improvement,IN,21.76,0,1,3,0,6.3,7,2020,8,Fully Paid,0,High (20-30%),Low (<40k),0.375,Low Risk,60
108882,12000,60 months,26.9,365.71,F,F4,2 years,MORTGAGE,83029.97,debt_consolidation,FL,13.29,0,2,2,0,26.3,9,2021,9,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.145,High Risk,60
108883,5000,60 months,29.61,160.57,G,G3,1 year,OTHER,54929.42,home_improvement,TX,0.99,0,1,9,0,17.6,15,2021,11,Late (31-120 days),1,Low (<10%),Lower-Middle (40-70k),0.091,High Risk,60
108884,15000,36 months,12.5,501.8,C,C1,7 years,MORTGAGE,54709.350000000006,debt_consolidation,WA,1.11,0,1,15,0,97.1,19,2020,2,Late (31-120 days),1,Low (<10%),Lower-Middle (40-70k),0.274,Medium Risk,36
108885,7500,36 months,13.64,255.02,C,C3,< 1 year,MORTGAGE,42460.54,car,IL,23.23,0,0,17,0,38.4,35,2021,3,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.177,Medium Risk,36
108886,25000,36 months,18.05,904.44,D,D2,3 years,OWN,44595.11,debt_consolidation,VA,25.57,0,3,24,0,0.9,28,2019,1,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.561,Medium Risk,36
108887,7500,36 months,7.45,233.12,A,A3,8 years,RENT,93872.98,debt_consolidation,AZ,39.84,0,1,16,0,23.0,25,2020,4,Charged Off,1,Very High (30%+),Upper-Middle (70-100k),0.08,Low Risk,36
108888,7500,36 months,9.76,241.16,B,B2,10+ years,MORTGAGE,40326.32,home_improvement,AZ,29.42,0,2,9,0,74.8,26,2023,2,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.186,Low Risk,36
108889,20000,60 months,12.59,450.87,C,C5,4 years,MORTGAGE,72208.23,debt_consolidation,PA,12.71,0,1,4,0,84.4,18,2019,9,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.277,Medium Risk,60
108890,12000,60 months,14.17,280.28,C,C5,5 years,MORTGAGE,54198.95,major_purchase,FL,34.97,0,1,5,0,71.1,19,2023,4,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.221,Medium Risk,60
108891,18000,36 months,12.26,600.1,C,C2,< 1 year,MORTGAGE,61454.32,small_business,NJ,21.02,0,2,10,0,65.7,16,2020,9,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.293,Medium Risk,36
108892,20000,36 months,7.57,622.77,A,A1,Unknown,MORTGAGE,45240.93,credit_card,TN,16.69,0,1,19,0,33.0,28,2020,5,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.442,Low Risk,36
108893,5000,36 months,14.6,172.35,C,C5,4 years,OWN,39414.0,small_business,NC,23.71,0,0,8,0,28.0,27,2021,6,Fully Paid,0,High (20-30%),Low (<40k),0.127,Medium Risk,36
108894,10000,60 months,21.28,272.11,E,E3,3 years,RENT,41416.94,small_business,VA,1.08,0,0,12,1,37.3,21,2020,8,Current,0,Low (<10%),Lower-Middle (40-70k),0.241,High Risk,60
108895,18000,36 months,12.55,602.6,C,C1,5 years,OWN,87009.57,credit_card,PA,29.44,0,0,17,0,29.5,25,2019,12,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.207,Medium Risk,36
108896,25000,36 months,12.8,839.94,C,C5,4 years,OWN,32083.51,debt_consolidation,TN,27.37,0,0,13,1,69.7,25,2023,10,Fully Paid,0,High (20-30%),Low (<40k),0.779,Medium Risk,36
108897,18000,36 months,14.85,622.65,C,C1,6 years,MORTGAGE,47741.84,debt_consolidation,VA,15.13,0,3,4,0,49.25,12,2023,6,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.377,Medium Risk,36
108898,30000,36 months,9.88,966.33,B,B4,5 years,MORTGAGE,34478.33,small_business,MI,18.65,0,2,4,0,99.2,8,2023,12,Charged Off,1,Moderate (10-20%),Low (<40k),0.87,Low Risk,36
108899,20000,60 months,14.72,472.86,C,C5,2 years,MORTGAGE,26799.94,debt_consolidation,TX,3.59,0,2,8,0,33.2,9,2023,5,Fully Paid,0,Low (<10%),Low (<40k),0.746,Medium Risk,60
108900,20000,60 months,22.94,563.12,E,E4,1 year,MORTGAGE,24815.97,debt_consolidation,IL,19.36,0,0,19,0,25.3,27,2019,4,Fully Paid,0,Moderate (10-20%),Low (<40k),0.806,High Risk,60
108901,12000,36 months,17.57,431.24,D,D2,5 years,MORTGAGE,74691.37,major_purchase,WI,2.72,0,1,21,0,41.5,40,2019,3,Charged Off,1,Low (<10%),Upper-Middle (70-100k),0.161,Medium Risk,36
108902,15000,60 months,6.93,296.52,A,A3,9 years,RENT,99059.61,home_improvement,AZ,37.71,0,1,16,1,32.1,19,2021,1,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.151,Low Risk,60
108903,5000,36 months,10.96,163.6,B,B3,< 1 year,RENT,39405.57,debt_consolidation,IL,25.44,0,2,18,2,15.1,21,2023,10,Fully Paid,0,High (20-30%),Low (<40k),0.127,Low Risk,36
108904,12000,36 months,9.88,386.53,B,B1,< 1 year,RENT,33484.99,major_purchase,TN,31.08,0,1,23,0,23.2,34,2023,9,Charged Off,1,Very High (30%+),Low (<40k),0.358,Low Risk,36
108905,15000,36 months,22.01,572.93,E,E2,8 years,RENT,25552.11,debt_consolidation,NY,3.04,0,0,13,1,40.7,30,2021,6,Fully Paid,0,Low (<10%),Low (<40k),0.587,High Risk,36
108906,12000,36 months,11.42,395.26,B,B1,9 years,RENT,51204.36,debt_consolidation,WA,4.88,0,4,8,0,21.5,26,2022,7,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.234,Low Risk,36
108907,10000,36 months,16.23,352.71,D,D4,10+ years,RENT,74704.0,debt_consolidation,MO,2.2,0,2,5,2,14.0,9,2021,7,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.134,Medium Risk,36
108908,15000,36 months,9.46,480.21,B,B3,4 years,RENT,28167.44,credit_card,CA,38.24,2,0,16,0,1.2,29,2019,10,Fully Paid,0,Very High (30%+),Low (<40k),0.533,Low Risk,36
108909,15000,60 months,15.25,358.82,D,D5,8 years,RENT,64761.14,credit_card,MI,23.1,0,1,17,0,58.1,19,2019,6,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.232,Medium Risk,60
108910,20000,36 months,7.63,623.32,A,A3,9 years,RENT,38097.55,debt_consolidation,NJ,0.02,0,1,3,1,18.8,8,2020,6,Charged Off,1,Low (<10%),Low (<40k),0.525,Low Risk,36
108911,12000,60 months,13.75,277.67,C,C1,5 years,RENT,107381.15,moving,OH,37.76,0,0,22,0,72.3,22,2021,3,Charged Off,1,Very High (30%+),High (100k+),0.112,Medium Risk,60
108912,7500,60 months,10.55,161.39,B,B2,9 years,MORTGAGE,66706.38,credit_card,NC,1.59,0,0,10,0,93.8,25,2020,1,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.112,Low Risk,60
108913,20000,36 months,13.27,676.48,C,C3,5 years,RENT,36862.72,debt_consolidation,IN,16.08,1,1,16,0,64.0,19,2022,3,Fully Paid,0,Moderate (10-20%),Low (<40k),0.543,Medium Risk,36
108914,12000,36 months,23.31,466.46,F,F3,6 years,MORTGAGE,26505.67,debt_consolidation,PA,22.11,0,0,9,1,85.0,25,2019,5,Current,0,High (20-30%),Low (<40k),0.453,High Risk,36
108915,15000,36 months,18.88,548.93,D,D1,5 years,RENT,60024.71,moving,MA,7.14,0,4,13,0,74.4,28,2020,10,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.25,Medium Risk,36
108916,15000,60 months,14.15,350.19,C,C2,Unknown,MORTGAGE,54796.25,debt_consolidation,TX,17.45,0,0,3,0,99.1,13,2019,2,Current,0,Moderate (10-20%),Lower-Middle (40-70k),0.274,Medium Risk,60
108917,30000,36 months,17.55,1077.81,D,D2,1 year,OTHER,52012.38,credit_card,FL,37.98,0,0,6,0,27.8,14,2022,2,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.577,Medium Risk,36
108918,15000,60 months,28.29,469.67,G,G4,9 years,MORTGAGE,76538.65,credit_card,IL,10.18,0,2,7,0,97.5,25,2021,2,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.196,High Risk,60
108919,15000,60 months,14.05,349.41,C,C2,7 years,RENT,63288.97,small_business,GA,38.54,0,3,20,0,63.1,37,2023,10,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.237,Medium Risk,60
108920,10000,36 months,10.69,325.92,B,B4,6 years,MORTGAGE,65381.58,credit_card,AZ,38.56,1,0,4,0,68.3,11,2022,6,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.153,Low Risk,36
108921,18000,36 months,16.48,637.1,D,D1,4 years,OWN,66734.83,credit_card,IN,12.59,0,0,3,0,28.5,12,2023,5,Current,0,Moderate (10-20%),Lower-Middle (40-70k),0.27,Medium Risk,36
108922,7500,36 months,12.81,252.02,C,C5,9 years,RENT,60166.38,major_purchase,FL,0.68,0,1,15,0,60.2,25,2022,7,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.125,Medium Risk,36
108923,25000,36 months,20.48,935.22,E,E2,2 years,MORTGAGE,47746.06,credit_card,MA,32.03,3,1,21,0,48.8,39,2023,4,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.524,High Risk,36
108924,20000,60 months,6.11,387.68,A,A5,2 years,RENT,63239.51,home_improvement,IN,26.85,0,1,8,0,68.3,15,2023,12,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.316,Low Risk,60
108925,10000,60 months,7.94,202.48,A,A3,10+ years,MORTGAGE,34094.13,debt_consolidation,IN,31.17,0,0,20,0,12.2,32,2020,5,Fully Paid,0,Very High (30%+),Low (<40k),0.293,Low Risk,60
108926,25000,36 months,10.43,811.74,B,B1,< 1 year,MORTGAGE,30069.31,debt_consolidation,NJ,39.77,0,0,20,0,87.9,32,2023,6,Fully Paid,0,Very High (30%+),Low (<40k),0.831,Low Risk,36
108927,7500,60 months,7.18,149.15,A,A1,7 years,RENT,72076.7,home_improvement,WA,1.47,3,1,17,1,36.5,21,2021,3,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.104,Low Risk,60
108928,10000,60 months,10.47,214.79,B,B1,3 years,MORTGAGE,35662.58,debt_consolidation,CA,19.37,0,2,9,0,43.6,11,2021,7,Current,0,Moderate (10-20%),Low (<40k),0.28,Low Risk,60
108929,15000,36 months,16.91,534.12,D,D4,4 years,MORTGAGE,60951.22,major_purchase,NY,30.32,0,1,13,1,21.8,30,2023,3,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.246,Medium Risk,36
108930,25000,60 months,12.69,564.87,C,C3,9 years,OWN,91397.13,debt_consolidation,MI,29.66,0,0,24,0,11.4,43,2022,6,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.274,Medium Risk,60
108931,12000,36 months,11.37,394.97,B,B3,3 years,MORTGAGE,56435.8,credit_card,TN,13.86,0,0,10,0,60.3,23,2023,7,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.213,Low Risk,36
108932,18000,36 months,10.22,582.67,B,B5,8 years,OWN,40361.55,small_business,AZ,21.42,0,1,3,0,9.3,22,2020,12,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.446,Low Risk,36
108933,30000,60 months,22.73,841.07,E,E1,6 years,MORTGAGE,59911.94,debt_consolidation,NJ,38.64,2,1,9,0,27.8,16,2023,8,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.501,High Risk,60
108934,15000,36 months,8.92,476.44,A,A3,5 years,MORTGAGE,51165.09,home_improvement,OH,31.65,1,1,2,0,13.8,5,2020,2,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.293,Low Risk,36
108935,15000,60 months,13.36,344.07,C,C5,7 years,RENT,73988.22,debt_consolidation,MO,31.4,0,0,14,0,84.3,26,2019,3,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.203,Medium Risk,60
108936,25000,36 months,8.27,786.53,A,A4,< 1 year,RENT,29314.3,credit_card,IN,35.21,0,0,7,0,87.2,21,2022,8,Fully Paid,0,Very High (30%+),Low (<40k),0.853,Low Risk,36
108937,12000,60 months,10.63,258.7,B,B3,5 years,MORTGAGE,35014.15,home_improvement,IN,37.81,0,0,10,0,78.7,22,2022,6,Charged Off,1,Very High (30%+),Low (<40k),0.343,Low Risk,60
